,xy,yf,prob
3817,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3818,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",1,0.10317460317460317
3819,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3820,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3821,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",1,0.10317460317460317
3822,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3823,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3824,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3825,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3826,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3827,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3828,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3829,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",1,0.10317460317460317
3830,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3831,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3832,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3833,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3834,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3835,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3836,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3837,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",1,0.10317460317460317
3838,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3839,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3840,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3841,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3842,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3843,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3844,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3845,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3846,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3847,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3848,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3849,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3850,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3851,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3852,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3853,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3854,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3855,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3856,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",1,0.10317460317460317
3857,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3858,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3859,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",1,0.10317460317460317
3860,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3861,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3862,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3863,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3864,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3865,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3866,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3867,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3868,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3869,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3870,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3871,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3872,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3873,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3874,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3875,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3876,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3877,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3878,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3879,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3880,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3881,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3882,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3883,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",0,0.10317460317460317
3884,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3885,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3886,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3887,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3888,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3889,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3890,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3891,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3892,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3893,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3894,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3895,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3896,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3897,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3898,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3899,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3900,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3901,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3902,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3903,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3904,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3905,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3906,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3907,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3908,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3909,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3910,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3911,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3912,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3913,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3914,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3915,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3916,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3917,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3918,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3919,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3920,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3921,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3922,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3923,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3924,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3925,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3926,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3927,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3928,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3929,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3930,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3931,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3932,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3933,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3934,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3935,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3936,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3937,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3938,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3939,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3940,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3941,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3942,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3943,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3944,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3945,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3946,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3947,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3948,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3949,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",1,0.43283582089552236
3950,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)",0,0.43283582089552236
3951,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3952,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3953,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3954,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3955,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3956,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3957,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3958,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3959,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3960,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3961,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3962,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3963,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3964,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3965,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3966,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3967,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3968,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3969,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3970,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3971,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.028985507246376812
3972,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3973,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.028985507246376812
3974,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3975,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3976,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3977,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3978,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3979,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3980,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3981,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3982,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3983,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3984,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3985,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3986,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3987,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3988,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3989,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3990,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3991,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3992,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3993,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3994,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3995,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3996,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3997,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3998,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
3999,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4000,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4001,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4002,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4003,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4004,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4005,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4006,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4007,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4008,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4009,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4010,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.028985507246376812
4011,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4012,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4013,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4014,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4015,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4016,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4017,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4018,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4019,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4020,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4021,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4022,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4023,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4024,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4025,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4026,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4027,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4028,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4029,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4030,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4031,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4032,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4033,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.028985507246376812
4034,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4035,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4036,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4037,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4038,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4039,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4040,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4041,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4042,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4043,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4044,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4045,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4046,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4047,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4048,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4049,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4050,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4051,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4052,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4053,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4054,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4055,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4056,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4057,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4058,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4059,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4060,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4061,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4062,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4063,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4064,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4065,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4066,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4067,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4068,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",1,0.028985507246376812
4069,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
4070,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",0,0.028985507246376812
